stato,age,height,weight,gp,min,usg_pct,pace,poss,fga_pg,drives,dist_miles,avg_speed,pull_up_fga,avg_sec_per_touch,avg_drib_per_touch,post_touches,paint_touches
sano,28.0,73,175,80,25.2,0.257,95.84,4039,11.6,5.9,1.65,3.92,6.6,4.24,3.52,0.1,0.5
sano,28.0,80,230,67,28.6,0.185,96.03,3833,9.5,4.1,1.98,4.15,1.4,1.77,0.75,1.4,2.5
sano,35.0,81,240,81,20.5,0.221,96.1,3325,7.9,1.5,1.47,4.33,0.3,1.64,0.5,2.8,4.4
sano,26.0,81,225,63,13.2,0.122,95.67,1654,3.0,1.2,0.99,4.53,0.4,1.8,0.53,0.1,0.4
sano,34.0,74,175,47,14.5,0.145,97.17,1389,3.7,1.8,1.08,4.48,2.1,4.97,5.54,0.0,0.2
sano,30.0,81,220,72,33.6,0.192,92.21,4661,10.9,3.6,2.37,4.25,2.3,1.99,0.99,2.5,3.2
sano,26.0,81,225,17,11.4,0.126,103.52,418,2.4,0.0,0.83,4.36,0.1,1.28,0.23,1.1,2.4
sano,37.0,78,205,70,22.7,0.231,97.29,3217,8.4,7.5,1.57,4.17,2.1,3.39,2.61,0.2,0.9
sano,30.0,85,265,81,33.2,0.245,93.11,5224,13.2,1.0,2.06,3.74,1.8,1.96,0.58,10.9,7.9
sano,31.0,83,240,82,29.9,0.173,95.91,4904,9.5,0.2,2.08,4.16,0.7,1.47,0.33,3.6,8.3
sano,29.0,77,210,62,22.4,0.186,95.65,2760,7.6,2.3,1.66,4.46,2.4,2.38,1.66,0.1,1.0
sano,25.0,81,235,81,25.2,0.188,98.36,4188,9.4,2.5,1.72,4.09,2.9,1.89,0.86,1.0,1.5
sano,21.0,76,220,67,27.0,0.149,97.36,3635,7.1,3.2,1.89,4.22,1.9,3.84,3.49,0.1,1.0
sano,28.0,76,205,48,15.0,0.228,97.75,1477,7.2,2.1,1.03,4.14,2.0,2.44,2.02,0.0,0.8
sano,29.0,74,190,80,29.6,0.183,93.0,4599,8.3,9.2,2.01,4.08,1.7,4.26,3.98,0.1,0.6
sano,23.0,75,190,47,16.6,0.147,96.29,1568,4.5,1.7,1.18,4.26,1.1,2.27,1.69,0.0,0.9
sano,25.0,82,245,82,31.5,0.232,97.62,5249,13.4,2.6,1.95,3.73,3.1,1.75,0.64,7.5,3.2
sano,27.0,82,255,76,15.9,0.281,102.27,2566,8.5,0.8,1.04,3.86,0.9,1.48,0.38,0.9,3.6
sano,28.0,79,230,32,11.0,0.174,98.49,725,2.8,0.8,0.78,4.24,0.8,2.12,1.2,0.1,0.6
sano,29.0,81,237,78,26.1,0.131,95.51,4062,6.3,1.6,1.8,4.16,0.5,1.24,0.32,0.5,1.1
sano,25.0,83,235,82,21.3,0.192,93.76,3393,6.0,0.7,1.54,4.36,0.1,1.82,0.58,2.3,6.8
sano,35.0,79,226,76,29.9,0.145,96.64,4563,8.2,1.7,2.19,4.42,0.4,1.45,0.43,0.2,1.4
sano,35.0,82,235,72,13.0,0.123,95.57,1868,3.2,1.5,0.96,4.46,0.3,1.44,0.49,0.1,0.5
sano,24.0,76,200,67,20.6,0.125,93.43,2683,4.6,3.9,1.46,4.25,1.2,4.23,4.08,0.1,0.5
sano,22.0,81,215,45,15.0,0.13,97.11,1364,3.5,1.8,1.09,4.38,0.4,1.99,1.16,0.1,1.7
sano,23.0,85,245,55,15.4,0.157,96.27,1702,4.5,0.4,1.03,4.01,0.4,1.5,0.36,0.5,2.2
sano,26.0,82,235,24,21.0,0.236,95.42,1000,8.8,3.4,1.43,4.1,3.0,2.04,0.94,2.4,2.3
sano,23.0,78,190,66,32.6,0.264,96.54,4322,13.9,16.3,2.39,4.41,3.9,5.22,5.01,0.9,1.6
infortunato,27.0,73,175,70,31.8,0.233,93.34,4329,12.6,10.3,2.24,4.24,4.6,5.33,5.34,0.0,0.6
sano,34.0,81,230,63,29.2,0.14,93.56,3590,7.6,1.7,2.2,4.55,1.3,1.94,0.8,0.1,1.1
sano,35.0,80,218,52,13.5,0.089,95.19,1390,2.2,0.4,0.91,4.12,0.3,1.56,0.5,0.0,0.1
sano,23.0,83,230,40,12.6,0.16,95.3,1000,3.8,0.5,0.93,4.47,0.1,1.24,0.3,0.6,3.1
sano,26.0,80,237,68,16.5,0.213,95.55,2235,6.7,0.7,1.18,4.32,0.6,1.4,0.45,1.5,2.6
sano,29.0,81,242,40,22.3,0.197,94.91,1770,8.0,2.6,1.57,4.21,0.8,1.5,0.45,0.9,1.5
sano,23.0,82,255,32,15.2,0.18,101.46,1020,5.2,0.6,1.14,4.53,0.0,1.67,0.4,0.6,3.8
sano,32.0,73,198,68,29.1,0.243,95.97,3970,12.6,7.0,1.98,4.05,8.0,5.73,5.99,0.0,0.3
sano,29.0,75,185,80,33.7,0.273,97.69,5494,16.9,10.8,2.33,4.14,7.6,3.34,2.63,0.3,1.2
sano,31.0,69,180,42,14.1,0.225,96.74,1188,6.1,3.3,1.0,4.27,2.7,5.01,5.03,0.0,0.3
sano,24.0,76,190,21,11.7,0.131,94.08,479,2.7,3.1,0.86,4.4,0.8,4.53,4.49,0.0,0.5
sano,32.0,83,250,67,25.3,0.215,95.51,3373,9.0,1.2,1.65,3.9,0.5,1.94,0.57,7.2,5.2
sano,26.0,78,213,58,14.4,0.171,95.32,1653,4.3,3.9,1.07,4.45,1.0,4.79,4.94,0.0,1.2
sano,34.0,82,255,66,16.7,0.126,97.48,2236,3.8,0.7,1.21,4.38,0.1,1.63,0.46,0.2,2.8
sano,22.0,75,202,28,9.4,0.167,102.09,557,2.7,1.7,0.72,4.54,0.4,2.95,2.43,0.0,0.8
sano,30.0,79,210,42,23.8,0.248,97.28,2029,11.3,2.9,1.56,3.93,6.5,3.55,2.9,0.4,0.5
infortunato,26.0,80,200,71,33.5,0.143,95.73,4747,8.5,3.1,2.45,4.4,2.4,2.35,1.4,0.2,1.1
sano,21.0,78,205,73,15.4,0.138,97.79,2298,4.1,2.0,1.11,4.33,1.2,2.24,1.53,0.0,0.2
sano,24.0,82,220,82,20.2,0.225,94.41,3256,7.6,2.4,1.4,4.18,1.6,1.93,0.79,1.2,2.2
infortunato,24.0,84,260,74,34.2,0.254,95.5,5034,16.3,1.1,2.2,3.87,0.8,1.75,0.57,10.3,9.8
sano,19.0,82,240,25,10.3,0.167,94.6,510,3.0,0.6,0.77,4.48,0.3,1.62,0.52,1.1,2.1
sano,26.0,74,175,75,24.4,0.179,91.29,3483,7.4,5.8,1.74,4.31,2.5,5.04,4.97,0.0,0.3
sano,27.0,77,210,71,23.9,0.232,97.03,3424,9.9,4.3,1.65,4.15,2.6,2.22,1.58,0.4,0.8
sano,27.0,81,225,67,21.1,0.182,98.06,2888,6.4,4.4,1.53,4.34,0.5,2.12,1.23,0.2,1.9
sano,22.0,80,198,74,19.4,0.147,94.52,2815,5.3,0.8,1.43,4.44,1.0,1.77,0.88,0.2,1.9
sano,30.0,78,224,78,30.6,0.138,97.4,4841,7.6,1.9,2.02,3.97,1.1,1.96,0.9,1.3,2.3
sano,22.0,78,230,45,15.3,0.19,96.49,1385,6.0,1.5,1.1,4.32,1.1,1.64,0.7,0.0,0.4
sano,38.0,75,185,67,17.9,0.113,96.05,2401,3.4,2.9,1.38,4.6,1.0,3.59,3.67,0.0,0.3
sano,26.0,73,210,56,30.8,0.161,97.19,3485,9.5,6.6,2.32,4.52,1.4,3.87,3.5,0.0,1.1
infortunato,26.0,81,235,81,26.6,0.127,94.82,4266,6.6,1.6,1.8,4.06,0.9,1.35,0.39,0.2,2.3
sano,26.0,72,185,51,15.7,0.208,98.39,1639,6.6,2.0,1.26,4.83,2.7,3.56,3.67,0.1,0.4
sano,34.0,84,250,78,34.4,0.242,95.1,5322,14.8,2.3,2.2,3.85,1.3,1.89,0.61,10.1,7.5
sano,25.0,81,220,6,15.2,0.319,94.5,178,8.2,1.7,1.04,4.1,3.2,2.81,1.78,0.8,1.2
sano,30.0,80,253,73,32.7,0.233,95.7,4771,12.7,6.3,2.24,4.12,1.5,2.12,1.05,5.2,5.3
sano,37.0,79,235,73,26.2,0.195,96.86,3859,9.0,3.3,1.67,3.83,2.4,2.13,1.05,1.2,1.1
sano,32.0,83,260,63,16.5,0.167,98.11,2113,4.7,0.4,1.1,4.03,0.2,1.31,0.26,0.4,2.1
sano,23.0,83,235,43,14.7,0.152,97.91,1288,4.3,1.5,1.03,4.2,0.7,2.16,1.08,0.8,0.7
sano,24.0,71,175,50,12.0,0.171,98.22,1223,3.5,4.5,0.89,4.45,1.3,4.94,4.99,0.0,0.3
sano,24.0,79,240,68,18.9,0.151,93.87,2503,4.9,0.7,1.34,4.22,0.4,1.67,0.32,1.9,3.0
sano,22.0,81,210,10,12.0,0.162,101.43,253,3.8,1.0,0.9,4.47,0.5,1.74,0.62,0.1,1.3
sano,27.0,79,220,75,23.9,0.135,93.46,3493,6.0,1.9,1.68,4.23,0.9,2.26,1.34,0.2,1.4
sano,29.0,73,186,68,29.7,0.191,99.11,4157,9.5,9.8,2.09,4.23,2.8,4.5,4.02,0.4,1.9
sano,29.0,75,190,64,18.6,0.187,94.82,2347,5.2,6.1,1.3,4.21,1.4,5.02,4.6,0.0,0.7
sano,31.0,76,213,50,21.7,0.19,98.85,2236,8.0,3.5,1.49,4.12,2.5,4.13,3.53,0.1,0.2
sano,36.0,79,215,75,20.1,0.173,95.72,3002,6.9,1.2,1.43,4.29,1.6,1.92,0.88,0.3,0.7
sano,24.0,75,190,68,21.1,0.175,97.94,2928,6.9,5.4,1.62,4.62,2.2,5.06,5.27,0.0,1.3
sano,31.0,73,205,29,9.7,0.199,99.02,583,3.7,2.6,0.67,4.12,1.7,4.84,4.66,0.0,0.2
infortunato,24.0,79,205,36,9.4,0.111,96.39,675,1.9,0.3,0.68,4.35,0.3,1.58,0.68,0.1,0.3
sano,35.0,80,245,47,16.3,0.128,93.85,1497,2.9,0.2,1.09,4.04,0.1,2.0,0.48,0.9,4.6
infortunato,25.0,75,208,77,29.5,0.244,94.65,4483,12.9,12.7,2.0,4.08,5.5,5.6,5.55,0.1,0.9
sano,28.0,78,205,20,5.3,0.176,95.71,214,2.0,1.2,0.39,4.44,0.5,2.58,1.78,0.0,0.3
sano,35.0,79,234,74,16.8,0.15,98.79,2541,4.4,2.9,1.17,4.17,0.6,2.12,0.92,0.2,0.7
sano,22.0,79,195,17,14.4,0.232,96.67,491,5.6,4.4,1.04,4.34,1.3,2.81,2.49,0.1,1.1
sano,24.0,76,192,22,31.5,0.193,97.16,1405,10.0,8.1,2.19,4.19,4.7,5.79,5.88,0.0,0.8
sano,26.0,81,219,45,16.5,0.12,95.87,1475,3.8,0.3,1.26,4.55,0.3,1.66,0.55,0.3,1.4
sano,24.0,81,215,70,27.9,0.213,96.84,3946,10.8,4.8,1.96,4.22,1.5,2.07,0.94,0.1,1.6
sano,26.0,84,270,67,16.9,0.149,95.66,2257,4.6,0.1,1.12,3.96,0.6,1.96,0.38,3.0,2.8
sano,22.0,80,215,50,21.3,0.192,92.31,2038,7.5,4.5,1.5,4.23,2.4,2.97,2.03,0.0,0.3
sano,29.0,77,205,71,26.4,0.23,94.59,3694,10.6,5.6,1.79,4.08,4.0,3.92,3.32,0.7,1.1
sano,32.0,74,190,43,22.8,0.132,96.12,1962,5.2,3.8,1.71,4.48,1.8,4.93,4.71,0.0,0.5
sano,28.0,86,290,76,25.3,0.216,92.91,3718,9.3,0.3,1.66,3.94,0.8,1.9,0.5,7.6,6.8
sano,28.0,80,230,68,35.4,0.263,97.04,4872,16.4,8.3,2.4,4.07,6.0,3.1,2.02,4.4,2.5
sano,23.0,85,245,82,26.3,0.138,92.28,4142,5.2,0.5,1.85,4.22,0.0,1.53,0.37,0.9,8.5
sano,24.0,72,165,12,5.4,0.251,104.02,141,2.1,2.6,0.42,4.57,0.4,5.39,5.59,0.0,0.1
sano,26.0,75,200,67,34.4,0.368,99.23,4769,22.0,15.0,2.35,4.13,10.7,5.44,5.01,1.4,2.2
sano,27.0,82,240,61,27.5,0.225,93.91,3284,12.0,2.2,1.82,3.98,2.8,1.79,0.65,2.7,2.9
sano,24.0,83,230,52,23.7,0.14,94.02,2415,5.9,2.2,1.6,4.05,1.5,1.9,0.73,0.9,0.6
sano,25.0,76,210,4,17.9,0.15,99.34,148,5.0,0.8,1.21,4.04,0.5,1.69,1.21,0.0,0.3
sano,30.0,72,170,16,20.4,0.219,91.87,629,7.8,5.3,1.38,4.08,3.3,5.21,4.91,0.2,0.3
sano,25.0,82,245,64,33.1,0.19,96.34,4245,12.3,1.2,2.22,4.04,1.0,1.49,0.26,1.3,4.6
sano,21.0,79,208,33,16.8,0.139,95.83,1108,4.1,1.6,1.21,4.33,0.5,1.96,1.09,0.1,1.4
sano,24.0,74,185,2,3.9,0.167,98.46,16,1.5,0.5,0.29,4.62,0.5,4.23,3.75,0.0,0.0
sano,22.0,78,227,38,22.8,0.239,97.73,1761,10.4,1.8,1.72,4.5,1.1,1.99,1.15,4.2,4.5
sano,23.0,73,175,51,19.8,0.154,91.58,1935,4.5,4.0,1.39,4.2,1.8,4.59,4.33,0.0,0.5
sano,22.0,71,175,76,24.5,0.134,92.71,3595,5.7,5.0,1.76,4.31,1.9,4.1,4.0,0.0,0.4
sano,29.0,75,215,5,17.8,0.14,92.2,170,3.8,1.4,1.31,4.39,0.8,2.64,2.03,0.0,0.8
sano,29.0,79,192,78,18.8,0.159,98.4,3020,5.1,3.3,1.38,4.33,2.2,3.96,3.41,2.0,1.8
sano,31.0,82,236,21,6.0,0.142,100.57,263,1.7,0.2,0.41,4.09,0.1,1.5,0.36,0.3,1.5
sano,37.0,79,228,57,19.3,0.126,94.64,2163,4.7,0.9,1.32,4.12,0.5,1.65,0.67,0.8,2.8
sano,29.0,82,230,63,17.2,0.149,91.65,2078,4.8,0.6,1.24,4.35,0.7,1.6,0.46,0.3,1.0
sano,24.0,83,250,20,5.4,0.243,95.19,215,2.1,0.5,0.4,4.44,0.1,1.55,0.32,0.9,1.4
sano,25.0,75,207,55,15.1,0.19,95.59,1661,5.3,4.6,1.14,4.52,2.0,3.91,3.71,0.1,0.2
sano,24.0,79,225,82,29.0,0.159,93.77,4648,7.7,5.1,2.0,4.14,1.3,2.61,1.57,0.8,1.6
sano,22.0,78,200,34,13.4,0.208,94.31,895,5.0,4.0,0.94,4.19,2.4,5.99,5.65,0.0,0.1
sano,27.0,85,245,73,17.5,0.181,96.54,2557,5.7,1.0,1.2,4.13,0.6,1.51,0.4,1.1,1.7
sano,27.0,75,190,80,32.7,0.277,101.47,5534,16.8,7.7,2.4,4.34,7.8,4.16,3.75,0.1,1.6
sano,35.0,75,172,81,18.9,0.129,97.09,3098,4.0,3.3,1.39,4.44,1.5,5.2,5.42,0.0,0.1
sano,32.0,82,225,35,5.6,0.129,100.43,419,1.6,0.0,0.4,4.29,0.2,1.43,0.28,0.0,0.0
sano,21.0,84,255,70,25.3,0.142,95.86,3527,5.7,0.0,1.75,4.17,0.0,1.72,0.33,2.5,7.7
sano,21.0,80,215,40,15.4,0.173,97.86,1258,5.4,1.8,1.13,4.4,1.0,1.97,1.09,0.3,2.0
sano,23.0,83,257,63,19.0,0.138,93.91,2343,4.3,0.5,1.33,4.21,0.0,1.75,0.35,0.9,5.3
sano,35.0,81,215,58,24.1,0.15,92.84,2697,6.9,1.9,1.65,4.12,1.8,2.24,0.99,1.3,1.6
sano,23.0,81,255,33,27.0,0.184,98.46,1820,9.1,2.0,1.85,4.12,0.6,1.93,0.9,2.1,6.3
sano,24.0,79,195,82,25.5,0.181,93.95,4099,9.2,2.3,1.84,4.34,2.8,2.16,1.45,0.1,0.7
sano,31.0,79,222,52,18.8,0.143,95.17,1912,4.8,2.3,1.34,4.3,0.4,2.1,1.16,0.1,2.1
sano,27.0,80,221,76,32.0,0.212,95.47,4843,12.7,3.9,2.22,4.15,1.5,1.89,0.7,2.9,4.4
sano,24.0,82,237,54,14.8,0.19,98.74,1644,4.8,1.3,1.06,4.32,0.5,1.83,0.68,0.8,3.5
sano,39.0,83,250,77,28.9,0.221,94.96,4409,10.6,0.6,1.85,3.83,1.0,1.8,0.54,6.5,8.9
sano,24.0,73,170,11,21.8,0.17,98.71,495,5.5,8.0,1.65,4.57,1.8,4.77,4.59,0.1,0.8
sano,23.0,78,210,70,24.0,0.229,94.04,3301,10.2,3.0,1.68,4.21,2.5,2.46,1.61,0.2,0.6
sano,28.0,85,250,81,25.3,0.166,95.48,4063,7.0,0.1,1.84,4.38,0.1,1.54,0.31,2.0,8.2
infortunato,22.0,81,235,68,34.8,0.222,94.58,4664,14.0,4.9,2.42,4.19,2.6,2.29,1.28,2.7,2.9
infortunato,22.0,81,235,68,34.8,0.222,94.58,4664,14.0,4.9,2.42,4.19,2.6,2.29,1.28,2.7,2.9
sano,29.0,74,195,12,14.7,0.18,91.21,335,4.3,2.8,1.14,4.66,1.9,4.34,4.29,0.0,0.5
sano,33.0,76,213,63,26.2,0.162,94.71,3237,7.2,2.8,1.84,4.24,0.3,2.16,1.27,0.1,4.3
sano,33.0,74,185,68,28.7,0.242,95.08,3876,12.2,13.8,2.21,4.62,4.7,5.18,5.61,0.2,0.5
sano,23.0,79,200,72,19.6,0.139,94.92,2789,5.2,2.1,1.39,4.27,0.7,2.26,1.47,0.0,0.5
sano,22.0,78,205,30,29.8,0.3,97.41,1814,14.5,12.2,2.13,4.28,2.3,3.88,3.38,0.0,1.2
sano,24.0,82,225,51,13.2,0.172,93.97,1316,4.1,0.5,0.97,4.46,1.3,2.06,0.73,0.5,1.1
sano,29.0,80,215,82,35.7,0.163,97.31,5936,11.1,4.7,2.43,4.08,1.8,2.09,1.05,0.2,1.5
sano,27.0,80,230,79,19.8,0.177,92.54,3016,5.9,1.3,1.4,4.26,0.5,1.71,0.48,1.3,4.0
sano,22.0,73,185,76,30.1,0.232,92.48,4422,13.2,9.3,2.13,4.25,4.8,4.29,4.29,0.0,0.4
sano,23.0,76,205,47,8.5,0.203,97.23,806,3.5,0.4,0.66,4.61,0.9,2.35,1.66,0.0,0.2
sano,27.0,71,195,75,35.5,0.203,98.2,5446,12.3,18.2,2.37,4.01,6.0,5.61,5.48,0.1,0.7
sano,20.0,75,175,33,12.5,0.199,97.42,835,4.4,3.4,0.95,4.55,1.6,5.01,4.82,0.0,0.6
sano,29.0,81,250,74,14.3,0.104,93.74,2056,2.2,0.2,0.98,4.13,0.0,1.45,0.41,0.1,3.1
sano,23.0,75,190,32,18.8,0.161,96.56,1210,5.2,3.5,1.37,4.37,1.1,3.07,2.71,0.0,1.0
sano,25.0,78,220,79,34.0,0.255,92.71,5196,14.7,14.6,2.27,4.01,2.6,5.42,4.95,1.1,2.0
sano,35.0,80,235,62,16.0,0.141,92.93,1927,3.9,0.3,1.05,3.91,0.2,1.55,0.4,0.3,3.6
sano,22.0,76,200,2,36.9,0.202,98.97,152,15.0,13.0,2.61,4.24,3.5,4.37,3.86,0.0,1.0
sano,26.0,81,224,10,7.6,0.145,96.97,153,2.0,0.4,0.54,4.26,0.0,1.47,0.34,0.0,0.9
sano,23.0,76,210,72,35.7,0.249,95.2,5105,15.1,12.6,2.55,4.31,4.4,4.53,4.49,0.1,1.8
sano,38.0,78,220,66,16.5,0.193,95.76,2187,6.2,1.9,1.11,4.03,1.7,2.09,0.96,0.4,0.7
sano,27.0,76,200,65,25.8,0.182,95.71,3343,9.5,2.6,1.83,4.28,4.3,3.2,2.43,0.0,0.7
sano,27.0,79,215,76,29.5,0.161,96.3,4499,9.1,1.2,1.99,4.05,2.9,1.9,0.81,0.5,1.6
sano,28.0,77,220,60,33.7,0.193,97.19,4096,12.5,2.7,2.4,4.27,3.7,2.08,1.17,3.6,1.5
sano,24.0,78,175,58,17.0,0.197,98.06,2002,6.1,3.7,1.25,4.42,1.5,3.28,2.5,0.1,1.0
sano,32.0,72,185,7,9.5,0.261,95.01,135,4.4,3.9,0.64,4.06,2.0,6.02,6.17,0.0,0.0
sano,33.0,75,205,52,18.3,0.172,95.9,1905,5.9,2.4,1.27,4.17,2.0,3.57,3.38,0.0,0.4
sano,28.0,80,225,78,31.7,0.198,97.18,4992,12.5,5.3,2.19,4.16,2.1,2.41,1.35,0.9,2.6
sano,20.0,77,183,77,24.7,0.218,96.43,3821,8.8,4.7,1.83,4.46,3.7,5.65,5.31,0.0,0.8
sano,33.0,81,260,71,32.4,0.24,92.79,4474,13.1,1.2,2.12,3.93,1.5,2.0,0.77,12.7,8.2
sano,31.0,83,270,73,23.7,0.186,95.64,3448,7.2,1.1,1.56,3.99,0.3,1.84,0.55,2.2,6.8
sano,26.0,77,200,16,4.7,0.208,100.5,157,1.9,0.5,0.34,4.3,0.1,2.73,2.11,0.0,0.5
sano,27.0,74,195,28,3.5,0.213,101.92,211,1.6,0.6,0.26,4.37,0.9,5.08,4.78,0.0,0.0
sano,29.0,72,161,72,21.6,0.201,99.82,3233,8.1,7.2,1.52,4.23,2.6,5.06,5.32,0.0,0.7
sano,29.0,84,270,37,9.6,0.122,97.52,718,1.6,0.1,0.68,4.23,0.0,1.65,0.4,0.4,2.0
sano,21.0,79,240,6,6.3,0.176,96.43,73,2.3,0.3,0.48,4.64,0.5,2.08,1.05,0.2,0.0
sano,34.0,81,245,34,15.0,0.225,95.09,1012,6.1,2.7,1.0,4.0,0.5,1.47,0.58,0.6,1.2
sano,28.0,82,250,29,33.0,0.244,96.88,1939,14.5,1.5,2.24,4.08,0.8,1.75,0.49,7.1,7.7
sano,29.0,82,289,73,35.0,0.293,93.39,4971,18.8,0.5,2.21,3.81,1.7,2.34,0.59,19.8,7.5
sano,23.0,81,215,80,25.6,0.14,94.2,3997,6.2,2.2,1.88,4.43,0.4,2.11,1.03,0.5,3.1
sano,31.0,78,220,78,22.7,0.156,93.12,3434,6.2,3.0,1.52,4.04,1.5,2.81,1.83,0.2,0.6
sano,22.0,78,211,78,28.1,0.232,93.68,4279,10.7,7.2,2.01,4.3,3.3,3.39,2.78,0.1,1.4
sano,25.0,78,187,63,10.5,0.206,97.37,1349,3.8,3.2,0.76,4.35,1.2,3.75,3.27,0.0,0.4
sano,26.0,86,248,56,17.0,0.163,93.64,1849,4.4,0.5,1.2,4.26,0.1,1.67,0.37,0.9,4.1
sano,22.0,78,210,15,6.7,0.154,99.82,209,2.2,0.5,0.47,4.21,0.5,1.63,0.77,0.0,0.3
sano,27.0,78,225,65,15.7,0.132,96.71,2041,3.6,2.2,1.19,4.56,0.7,2.1,1.24,0.1,1.0
sano,27.0,81,210,77,28.8,0.162,92.7,4277,7.9,1.2,1.96,4.11,0.2,1.42,0.4,1.2,6.1
sano,31.0,83,267,65,27.7,0.145,93.52,3509,7.1,1.6,2.04,4.41,0.4,1.68,0.48,1.2,5.6
sano,27.0,83,260,73,22.2,0.248,94.29,3180,9.2,2.4,1.44,3.94,1.8,2.03,0.76,3.1,4.3
sano,20.0,82,270,81,32.3,0.166,95.57,5208,9.5,0.3,2.22,4.14,0.1,1.4,0.38,1.6,11.6
sano,30.0,78,207,63,32.4,0.133,97.45,4145,7.3,3.4,2.24,4.2,1.8,3.88,3.17,1.3,1.9
sano,38.0,74,200,58,16.9,0.148,93.57,1917,4.0,3.8,1.09,3.86,1.0,5.0,4.56,1.6,0.9
sano,22.0,79,210,40,10.0,0.099,97.91,814,1.7,0.4,0.77,4.64,0.1,1.7,0.66,0.1,1.5
sano,28.0,84,250,42,29.9,0.22,91.49,2407,12.0,2.7,1.89,3.81,1.7,1.63,0.46,2.3,3.5
sano,33.0,81,235,45,19.1,0.142,93.75,1674,3.6,1.5,1.36,4.34,0.1,2.15,0.73,0.8,3.2
sano,24.0,81,250,76,15.4,0.191,95.65,2342,5.5,0.2,1.07,4.19,0.4,1.72,0.46,2.3,1.5
sano,38.0,81,235,22,11.3,0.196,98.69,509,4.2,0.6,0.83,4.45,0.1,1.24,0.26,0.2,1.4
sano,21.0,80,259,52,12.7,0.194,98.19,1353,4.3,0.5,0.92,4.33,0.5,1.37,0.36,0.7,1.8
sano,21.0,82,220,67,35.2,0.25,93.84,4601,15.0,2.5,2.42,4.13,1.8,1.9,0.51,4.2,7.8
sano,28.0,77,210,76,18.8,0.188,93.49,2782,6.8,2.0,1.3,4.15,2.2,2.11,1.22,0.3,0.6
sano,24.0,83,225,43,12.3,0.196,102.33,1119,4.1,1.0,0.86,4.22,0.6,2.19,1.19,0.4,1.2
sano,29.0,80,240,64,20.3,0.118,95.94,2599,4.8,0.5,1.45,4.3,0.2,1.3,0.27,0.1,0.5
sano,19.0,77,198,52,10.2,0.185,99.98,1110,3.2,2.0,0.76,4.45,0.3,2.86,2.16,0.0,0.9
sano,28.0,77,215,73,35.0,0.228,94.93,5051,13.8,5.0,2.43,4.18,4.7,2.67,1.88,3.9,1.0
sano,26.0,83,200,22,6.7,0.224,98.77,306,3.1,1.1,0.48,4.26,0.5,1.78,0.69,0.3,0.6
sano,21.0,76,200,69,19.4,0.209,93.94,2613,6.9,7.1,1.36,4.21,1.3,6.03,6.25,0.1,0.7
sano,23.0,74,180,60,30.9,0.231,95.62,3672,13.8,2.8,2.26,4.39,4.6,2.92,2.7,0.0,1.9
sano,31.0,75,200,19,14.7,0.219,94.19,545,5.7,2.4,1.04,4.27,2.3,2.36,1.55,0.1,0.3
sano,21.0,77,195,82,26.7,0.166,96.19,4378,8.3,2.3,2.03,4.55,1.5,1.95,1.17,0.2,1.2
sano,31.0,75,210,41,15.7,0.167,94.07,1264,4.3,4.2,1.17,4.47,2.0,4.7,4.7,0.0,0.6
sano,29.0,82,240,30,4.9,0.106,101.59,309,0.8,0.0,0.34,4.24,0.0,1.53,0.31,0.0,1.1
sano,25.0,82,251,80,35.8,0.286,96.96,5787,17.0,2.3,2.36,3.96,1.5,2.08,0.93,10.9,9.0
sano,32.0,80,250,79,25.0,0.167,97.1,3986,7.3,3.0,1.79,4.3,0.8,1.72,0.7,2.9,3.0
sano,21.0,77,207,73,34.7,0.24,94.11,4965,15.7,4.6,2.49,4.34,7.1,2.54,2.01,0.3,1.3
sano,29.0,80,250,82,27.6,0.184,94.73,4449,8.8,1.5,1.86,4.04,1.5,1.9,0.72,4.4,4.4
sano,22.0,82,240,51,11.3,0.136,100.88,1205,2.5,0.3,0.86,4.61,0.1,1.56,0.39,1.2,2.3
sano,24.0,73,169,80,34.1,0.228,96.91,5502,14.2,9.2,2.43,4.29,7.1,5.55,5.83,0.0,0.9
sano,22.0,75,189,72,33.3,0.263,93.68,4666,15.2,10.4,2.39,4.31,6.1,4.83,5.05,0.1,1.3
sano,28.0,78,233,38,11.0,0.116,94.8,822,2.4,0.8,0.77,4.22,0.9,2.04,1.02,0.0,0.1
sano,28.0,73,173,72,23.2,0.198,94.2,3274,8.1,5.6,1.7,4.4,3.9,5.6,5.77,0.0,0.3
infortunato,26.0,84,275,17,31.4,0.265,93.23,1037,13.5,0.6,2.0,3.83,1.2,1.99,0.65,10.9,8.3
sano,25.0,84,275,45,9.2,0.205,100.13,865,3.7,0.1,0.64,4.16,0.3,1.35,0.24,0.8,1.2
sano,30.0,74,175,63,18.9,0.159,96.8,2400,5.3,2.2,1.38,4.37,1.8,4.84,4.81,0.0,0.7
sano,22.0,76,200,38,12.5,0.201,98.27,974,4.7,2.3,0.94,4.5,1.9,3.21,2.76,0.0,0.3
sano,27.0,78,231,51,19.3,0.213,95.72,1966,8.0,2.0,1.36,4.25,1.7,1.95,1.12,0.1,0.4
sano,32.0,81,266,76,28.2,0.257,92.74,4143,12.9,1.2,1.75,3.75,1.8,1.64,0.45,6.6,6.2
sano,30.0,80,235,77,38.7,0.318,91.35,5689,21.3,5.1,2.42,3.76,8.6,3.51,2.35,8.1,3.4
